id	source	text	satisfaction	satisfaction_std	satisfaction_bucket	satisfaction_support	considerateness	considerateness_std	considerateness_bucket	considerateness_support	dedication	dedication_std	dedication_bucket	dedication_support	emotion	emotion_std	emotion_bucket	emotion_support
1477	twitter	you just tweeted this same thing at me the other day thats what im sayingi start work at 7am why cant i have a big mac	1.5	0.7071067812	1	2	2	0	2	2	2.5	0.7071067812	2	2	2	0	2	2
1479	asapp	I've validated your purchase and you're eligible for a refund.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1480	github	This change is to catch and ignore an exception while setting command.	3	0	3	4	3	0	3	4	3.25	0.5	3	4	1	0	1	4
1481	ubuntu	Is it on top of your existing distro/window environment etc.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1482	twitter	i would be happy to look further into your service issues if you would provide your full address and account associated phone in a dm were so sorry to hear this we could only make small batches of szechuan sauce but message dm us and well try to find a way to make it up to you	3	0	3	3	4.333333333	0.5773502692	4	3	4.666666667	0.5773502692	5	3	2.666666667	1.154700538	3	3
1483	asapp	Okay so you wanted a refund on the jeans because of the size right?	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1484	trip_advisor	Am I missing something?We're American, if that makes any difference.	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	3	0	3	3	1.666666667	1.154700538	2	3
1485	ubuntu	System monitor does not show that there is much stuff being used by programs.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1486	github	Regardless of what key I press_ no characters appear in the terminal any more.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1487	ubuntu	When I reboot, there's a message saying "Missing operating system".	2.333333333	1.154700538	2	3	3	0	3	3	3	0	3	3	1	0	1	3
1488	ubuntu	it's unlikely to work (or it never has for me, as recently as yesterday)	2.333333333	1.154700538	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	1.666666667	1.154700538	2	3
1489	trip_advisor	I'm confused,  And I was told only a couple of months ago by their customer service line that they don't fly from Gatwick any more.	2.333333333	0.5773502692	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	2.333333333	1.527525232	2	3
1490	ubuntu	How do I recover them, I used ddrescue to create an image of the partition and I'm too tech unsavvy to get any results with foremost, scalpel and everything else.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1491	yahoo	I recently saw it again and read the game transcript.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1493	trip_advisor	In the last step of the booking procedure I was given the booking reference number and a promise of confirmation email.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1494	asapp	I'm sorry to hear that the search isn't working correctly on our website.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2	0	2	2
1495	trip_advisor	Justand whether access to the self-service snack bar is readily available.	3	0	3	3	3	0	3	3	3.333333333	0.5773502692	3	3	2	1	2	3
1497	asapp	I'm sorry to say that your original order has already left our warehouse but since you are a valued member I can place a new order for you with no additional shipping charges	3	0	3	3	4	0	4	3	4	1	4	3	2	0	2	3
1498	trip_advisor	Can any one advise about how to get from Dulles to either Ronald Reagan airport or Baltimore airport.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1499	trip_advisor	Any thoughts or suggestions would be most appreciated.	3	0	3	3	3.333333333	0.5773502692	3	3	3	0	3	3	1.666666667	1.154700538	2	3
1500	asapp	We use pricing algorithms which often change the prices on a daily and sometimes hourly basis.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1501	twitter	i hate your website tried multiple times in a booking and it will not continue to payment and hangs tried on all different browsers no choice but to book thru travel agent but exec line treats travel agency booking like pariah why	1	0	1	3	2.333333333	1.154700538	2	3	2.333333333	1.154700538	2	3	4	1	4	3
1502	trip_advisor	We will now write to the chairman of the holding company.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1503	yahoo	\n*a more detailed restatement than a summary, which focuses concisely on a single main idea.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1504	twitter	she missed the side street several times we even saw her passing by and not turning onto the street hi my uber driver spent over 10 minutes going around in circles trying to pick us up and she cancelled amp we were charged 5	1.666666667	0.5773502692	2	3	2.666666667	0.5773502692	3	3	2	1	2	3	2	1	2	3
1505	asapp	Would you say the problem is more with the size or the color of it?	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1506	yahoo	I want to know what is required of landlords and tenants in California.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1507	asapp	Could you provide me with your zip code telephone number and email address?	2.5	0.7071067812	2	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1508	twitter	i do not know why you cannot give a straight answer the route used to be available now it is not seems pretty simple to just say that nonstop flights between dal happen every day until 3718 is this a new policy change going forward for that route	2	1	2	3	1.666666667	0.5773502692	2	3	2	1	2	3	2.666666667	1.154700538	3	3
1509	airline	A couple of days ago, I got an email from the airline letting me know they changed my flight to a later time (3 hours), and made it now has a connection through Charlotte.	2.333333333	1.154700538	2	3	3	0	3	3	3	0	3	3	1	0	1	3
1510	twitter	suprised especially the amount it costs to install thanks for answering i will have to go out and buy one i have placed an order for an oven which is also to be installed does the installer bring the cable with them to install it	2.666666667	0.5773502692	3	3	3	0	3	3	3	0	3	3	2.333333333	1.527525232	2	3
1511	yahoo	The panic also stems from the fact that there is no vaccine for H5N1 virus, the bird flu that is currently affecting Asia.	3	0	3	2	3	0	3	2	3	0	3	2	2	0	2	2
1512	trip_advisor	Just wanted to get some opinions on an itinerary I'm planning on booking within the next few days.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1513	airline	We complain and they said we have not got anything else to give you.	1.8	1.095445115	2	5	2.8	0.4472135955	3	5	2.8	0.4472135955	3	5	2.4	1.140175425	2	5
1514	asapp	Please give me a moment to look into that for you.	3	0	3	2	4	0	4	2	4	0	4	2	1	0	1	2
1515	github	Is there any way to redirect the output to a file with auto prompt?	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1516	twitter	hi thanks for reaching out please message dm your full address so i can help with the xfinity on demand concern	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
1517	airline	My parents will be traveling through Atlanta on their way to Mexico in a few weeks.	3	0	3	4	3	0	3	4	3	0	3	4	1	0	1	4
1518	asapp	To treat fresh grass stains on jeans soak a household sponge in undiluted white vinegar and dab lightly on the stained area.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1519	trip_advisor	I am  should be quicker as I have had a hip replacement I have to travel to Miami and I want the quickest possible way.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1520	ubuntu	When XP be installed, MBR will be overwritten by XP.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1521	trip_advisor	I say "surprised" because I generally don't fly enough in a year to get the necessary mileage for any kind of airline status.	3.333333333	0.5773502692	3	3	3	0	3	3	3	0	3	3	2.333333333	1.527525232	2	3
1522	air_customer	They offered NO direction or help other than asking people to leave the carge office.	1.333333333	0.5773502692	1	3	3	0	3	3	2.333333333	1.154700538	2	3	3.666666667	1.154700538	4	3
1523	asapp	so basically even though it is a good quality shirt you can actually wash it with your other clothes normally.	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	1	0	1	2
1524	ubuntu	man i check my data on the first HD and there is no issue with that !	3	0	3	2	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2
1525	air_customer	These were families with children waiting and this was an absurd way to handle the situation.	1.333333333	0.5773502692	1	3	2.666666667	0.5773502692	3	3	2	1	2	3	4.333333333	0.5773502692	4	3
1526	airline	The flight crew went out of the way to make you comfortable, you could tell that they enjoyed their jobs!	4.666666667	0.5773502692	5	3	3.666666667	1.154700538	4	3	3.666666667	1.154700538	4	3	3.333333333	1.527525232	3	3
1527	airline	The airline should be ashamed to even put people on those planes, but clearly Delta does not care one iota about its passengers' comfort, even for long flights.	1.4	0.894427191	1	5	2	0.7071067812	2	5	1.8	1.095445115	2	5	3.2	1.643167673	3	5
1528	yahoo	For example, a degree in education from ANY regionally NCATE accredited school will get you hired as a teacher.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1529	asapp	Lets try to troubleshoot a bit and see if we can't figure it out.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1530	twitter	construction workers in my neighborhood apparently damaged the main line according to the cox tech that was out today realize that the outage is not cox fault but it took a day to get someone out here only to be told it will take another week to fix it help	2.333333333	0.5773502692	2	3	3	0	3	3	2.333333333	0.5773502692	2	3	2.666666667	1.154700538	3	3
1531	yahoo	The answer to this question changes from day to day.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1532	yahoo	\n\nHere are a list of tutorint centers in the Portland area:\nhttp://www.anysubject.com/portland-tutors.asp\nhttp://portland.craigslist.com/lss/\nhttp://www.mindsinmotiontutoring.com/	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1533	asapp	You may cancel your subscription anytime and will not be charged for future months.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1534	ubuntu	it could create intefernce and feedback and blow out your speakers.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1535	ubuntu	Basically I want to be able to easily remove it if I need to - it seems a lot of installs require formatting of drives and allocating permanent space on a drive	2.666666667	0.5773502692	3	3	2.333333333	1.154700538	2	3	3	0	3	3	2.333333333	0.5773502692	2	3
1536	trip_advisor	My husband and I are booked on the Scenic Tours river tour from Amsterdam finishing in Basel then coach to Zurich next April.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1537	twitter	for the record this did fix streaming the interface however remains terrible a veritable object lesson in terrible ux the tragedy is that i had been looking forward to the upgrade in hopes that the live tv service might finally let me cut the core big nope	2	1	2	3	2.666666667	0.5773502692	3	3	2.333333333	1.154700538	2	3	2.333333333	1.527525232	2	3
1538	twitter	and are playing games on delivery times and notifications one package delivery attempted wrong and another delivered wrong i guess metrics are more important than truth and customer service	1.333333333	0.5773502692	1	3	1.666666667	0.5773502692	2	3	2.333333333	1.154700538	2	3	3.333333333	1.527525232	3	3
1539	twitter	we completely understand your request for astro merchandise and wed like to forward your suggestion can you message dm us and provide the store location we look forward to your response thank you	3.333333333	0.5773502692	3	3	3.333333333	0.5773502692	3	3	3.333333333	0.5773502692	3	3	2.333333333	2.309401077	2	3
1540	ubuntu	But if that's the case can I safely assume that as yakuake is a KDE app, it's not supported nor talked about here?	2.666666667	0.5773502692	3	3	3	0	3	3	3	0	3	3	2	1	2	3
1541	airline	Possibly a very stupid question but am I right to assume that if you have two passports you need a separate ESTA registered for each one?	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1542	airline	actually I was transferred there when I used the searchengine sprice.com.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1543	trip_advisor	Apologies if this has been posted before but it made me chuckle so thought I would share it.	3	0	3	3	3.333333333	0.5773502692	3	3	3	0	3	3	2	1	2	3
1544	github	The current supported Python version is 3.11 according to the below blog.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1545	asapp	The item can be shipped to you as soon as it becomes available.I'm sorry I am only able to offer silver members an extension that are 1 day late.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
1546	airline	We were allocated isle seats opposite each other so by paying more we were prejudiced by their actions.	1.666666667	0.5773502692	2	3	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	2.333333333	1.527525232	2	3
1547	twitter	i have filled the details i will wait for your response	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1548	ubuntu	You could try using Google, searching with whatever errors you may receive.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1549	ubuntu	does used to make wierd insistences - master drive/first partition/partition labelled as active - but I think that's mostly old news	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1550	ubuntu	now it boots into a black screen , rather than error	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1551	ubuntu	Im just looking at Wine settings now; perhaps you are right there.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1552	ubuntu	On a lucid install the sta driver is enabled but no wireless is detected.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1553	github	LDIF works using other tools such as Apache Directory Studio.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1554	yahoo	(They're in seperate categories if you don't see them right away.)	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1555	twitter	we see your message dm and will respond to you there	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	1	0	1	2
1558	twitter	hello victoria i have replied to the message dm you have sent us in thanks ross	3.666666667	0.5773502692	4	3	3.333333333	1.154700538	3	3	3.333333333	0.5773502692	3	3	2.333333333	0.5773502692	2	3
1559	airline	Buy a drink or something to eat and break down the note so she can get some coins and call you.	3	0	3	3	3	0	3	3	3.333333333	0.5773502692	3	3	1.666666667	1.154700538	2	3
1560	asapp	If you would like I can notify a manager so that they can look into your account and call you to try to resolve the issue.	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
1561	asapp	Our local store hours may vary but we encourage all stores to be open at least from 8AM to 11PM to best serve our customers.	3	0	3	3	3	0	3	3	3.333333333	0.5773502692	3	3	2	1	2	3
1562	twitter	we did not intend to make you feel this way we do when they are attached to an actual ride but there is no record of a ride connected with this date time or location on your account	3	0	3	3	3.666666667	0.5773502692	4	3	3	0	3	3	3	1	3	3
1563	twitter	hello thank you so much for your help i just checked my account and i am so excited to see my rewards points are finally there thanks again	4.333333333	0.5773502692	4	3	3	0	3	3	3.666666667	1.154700538	4	3	3	1.732050808	3	3
1564	twitter	sorry to hear about that send us a message dm direct message with your email address so we can assist you	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	2.5	0.7071067812	3	2
1565	trip_advisor	We contacted the Flight Centre emergency hot line and were told to see the BA desk first thing in the morning.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1566	airline	My question is can I take 2 suitcases as what I'm travelling with is bulky but weighs nothing and won't fit in one suitcase.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1567	airline	Also, haven't met anyone who has traveled on this airline before.	3	0	3	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
1568	yahoo	\n\nThe Moon's lighted area increases over time from right to left.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1569	ubuntu	if you'll join me in #ubuntu-offtopic I'll explain why using the packages to source from mozilla.org is not a good idea	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1570	yahoo	Can you recommend a good credit union located in St. Louis?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1571	yahoo	\n\nA couple of milestones, though: \n1921: Monte Carlo hosts "the first true international meeting for women... Five countries were represented in eleven events"\n1928: Women's events are first included in the Olympics	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1572	yahoo	What makes a teacher want to leave their profession?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1573	ubuntu	does anyone know why vlc uses old GTK widgets in breezy ?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1574	ubuntu	i got java installed, can somebody private message me the commands that will associate java with mozilla firefox?	3	0	3	4	3	0	3	4	3	0	3	4	1.25	0.5	1	4
1575	github	I also tried manually to compare the attributes required by my Task Definition and the ones I have on my Container Instance and everything seems to be present.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1576	yahoo	There are some experiments where splitting entangled electrons allows us to observe some interesting 'action at a distance' effects, but the amount of data that would need to be stored to transmit something with as many atoms as a pizza is incredible.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1577	twitter	i hope package is delivered todayif m not available then tell courier boy to wait sometime and do call mealready disapointed	1.5	0.7071067812	1	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
1578	yahoo	Which\nplayer led the team in scoring at the Barcelona Games?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1579	yahoo	Those few colors that you can create all the rest of the colors out of their mix	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1580	ubuntu	second question: I have Avant Window Manager (and love it) but there's one problem, I cant add ubuntu software centre to my dock as a launcher... help?	2.333333333	1.527525232	2	3	3.333333333	0.5773502692	3	3	3	0	3	3	1.333333333	0.5773502692	1	3
1581	asapp	Our records indicate that the boots were lower in price yesterday because they were a part of our daily deals event.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1582	asapp	How would you like to process your return:  by mail in-store or drop off center?	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1583	ubuntu	It only appears to support 4x3 on the install screen	2.666666667	0.5773502692	3	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
1584	ubuntu	right now usb is not connected, but it also is not working- im right now working in GRUB[i think] and i need to find and reenable my touchpad on this thing	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1585	air_customer	I have almost always booked with the airline but now have an agent whose price is around $50 cheaper than airline and airline does not have price match.	2	0	2	3	3	0	3	3	2.666666667	1.154700538	3	3	1	0	1	3
1586	trip_advisor	This was an exceptional deal at the time as the average flights were £550.	4.666666667	0.5773502692	5	3	3.666666667	0.5773502692	4	3	3.333333333	0.5773502692	3	3	2.333333333	1.154700538	2	3
1587	yahoo	This would support your claim that they are complementary.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1588	twitter	need to fix whatever tf is going on w my phone i cant even listen to my music i pay for it i better be able to listen to it	1.333333333	0.5773502692	1	3	1.666666667	0.5773502692	2	3	2.333333333	1.154700538	2	3	3.666666667	1.527525232	4	3
1589	asapp	Log out of your account log back in and tell me if it's running faster.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1590	asapp	Were you wanting to know what material the coats were made of Crystal?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1591	yahoo	You'll introduce each other to your close friends and family.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1592	trip_advisor	I have been scouring sunwing's website to find the answer to this but have not been able to.	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1593	yahoo	He gave a very good answer: "I think my mother is the most beautiful woman in the world."	4	0	4	3	3.666666667	1.154700538	4	3	3.666666667	1.154700538	4	3	2.666666667	2.081665999	3	3
1594	yahoo	\n\nBut despite all that, your enjoyment will probably be determined more by how much you enjoy being around your co-workers (if they're going), your date, and/or how long you can enjoy gambling/dancing.	3	0	3	2	3.5	0.7071067812	4	2	2.5	0.7071067812	2	2	2	0	2	2
1595	air_customer	Not sure why this huge disparity but was essentially told by Lufthansa "we do so because we can".	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
1596	github	An error occurred (InvalidSignature) when calling the GetObject operation: Invalid signature.	2.333333333	1.154700538	2	3	3	0	3	3	3	0	3	3	1	0	1	3
1597	asapp	I have gone ahead and changed the delivery time to evening	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1598	github	Python version 3.9.x is reported in security scans as vulnerable.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1599	air_customer	I had my liquid taken off me at Berlin Schonefeld whilst going through security.	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1600	trip_advisor	The Icelandair staff we encountered were all excellent, especially one fellow.	5	0	5	3	4	1	4	3	3.333333333	0.5773502692	3	3	1.666666667	1.154700538	2	3
1601	airline	I thought somebody posted another number some time ago but I've searched and can't find anything.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1602	twitter	the greeting to gold card holders is the easiest and nicest parts of traveling on sadly missing today on 248 from lax	2.333333333	1.527525232	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	2.333333333	0.5773502692	2	3
1603	twitter	sorry to hear about the troubles manjul we have received your in support request and a member of our team will be in touch as soon as possible thank you so much for your patience please keep an eye on the help section for our reply	3	0	3	2	4.5	0.7071067812	5	2	5	0	5	2	2	0	2	2
1604	airline	The airline itself said it does not for size but has for weight, 32kg.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1605	asapp	May I have your email address to send you a link to reset your two factor authentication?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
1606	ubuntu	anyone have any idea how I can forcably remove the package or something?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1607	twitter	hi there thank you for your message we do not verify every account annually but sometimes we just need to verify some extra details depending on the case if you want to send us a message dm we will be happy to help	3	0	3	2	3.5	0.7071067812	4	2	4	0	4	2	1.5	0.7071067812	2	2
1608	twitter	i have perfect internet connection but any movie in my library that i have rented will not play just a plain black screen	1	0	1	2	3	0	3	2	3	0	3	2	1	0	1	2
1609	asapp	Ok can you please try closing all other tabs on your browser and if you are running other programs try closing them too?	2.5	0.7071067812	2	2	4	0	4	2	3	0	3	2	1	0	1	2
1610	airline	Not true but this was the only information available.	1.5	0.5773502692	1	4	2.25	0.5	2	4	3	0	3	4	1.25	0.5	1	4
1611	airline	I was not disappointed even though we traveled economy.	4	0	4	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
1612	air_customer	The plane seemed clean as far as I could see and the seats were comfy.	4	0	4	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1613	trip_advisor	I would be grateful for any insight or advice on this	3	0	3	3	4	0	4	3	3	0	3	3	2	1	2	3
1614	trip_advisor	I didn't say anything at that time thinking that it was just a "things happen" situation.	2	0	2	2	3	0	3	2	3	0	3	2	2	0	2	2
1615	asapp	Mr. Bouchard I'm just going to run through a few things that might fix the issue is that okay?	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1	0	1	2
1616	asapp	The policy on returns depends on your membership level.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1617	ubuntu	jup, the cd boots fine, but as soon as the kernel is loaded and the install launches all the text is corrupt.	2	0	2	3	3	0	3	3	3	0	3	3	1.666666667	1.154700538	2	3
1618	asapp	thank you that helps could you tell me how many days so I can put that in our records?	3.666666667	0.5773502692	4	3	3.666666667	0.5773502692	4	3	3.666666667	0.5773502692	4	3	2.333333333	1.154700538	2	3
1619	asapp	Local store hours may vary but AcmeBrands stores are encouraged to be open from 8 AM to 11 PM to best serve our customers.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1620	asapp	I havent had any reports on the site being down today but I'll happily help you try to get the issue resolved.	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
1621	trip_advisor	It never fails I bought them this past Sat and the ticket price dropped $120 per ticket on Monday.	2.333333333	1.527525232	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	1.333333333	0.5773502692	1	3
1622	twitter	hello i need help with my account i lost my phone and i do not have the security codes please help me to enter my account	2	0	2	2	3	0	3	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
1623	ubuntu	righto, other channels I use aren't typically so high volume so not used to doing that for every message.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1624	trip_advisor	For a variety of reasons we de decided to no longer fly to Malaga because of the delay.	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1625	ubuntu	had some difficulty implementing it some time back, was porting an app from win32 land that relied upon conio.h, was attempting to make a somewhat graceful transition to ncurses, never got it to work, getch() was particularly troublesome, especially given that getchar() is actually significantly different in the situation it was being placed in	1.5	0.7071067812	1	2	3	0	3	2	3	0	3	2	1	0	1	2
1626	ubuntu	not to mention the ubuntu installer wouldnt let me resize my partition, which im assuming is due to the fact that its NTFS in this first place	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
1627	trip_advisor	which I decided to take, but not until I had re-booked elsewhere.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1628	twitter	we are ready to look into this sheldon please send us a message with details of the trip here so we can follow up	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1629	asapp	Membership levels are automatically granted when you make repeated purchases over a period of time.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1630	trip_advisor	We will have at least 2 suitcases to check in at Orlando, (included in our fare) and I was going to pay the extra fee to check in a third My question is, Will they charge us again for the 3rd bag?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1631	air_customer	They have obviously stopped caring at all and should do us all a favor by declaring bancruptcy and get out of a business that has clearly passed them by.	1	0	1	3	2	1	2	3	2.333333333	0.5773502692	2	3	3	1	3	3
1632	twitter	do you get this error with multiple apps that work with handoff or just one let us know in dm	2.5	0.7071067812	2	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1633	airline	Sleeping isn't really an option, I suck at sleeping through the day and there is only a 1 hour time difference between Aus and Japan.	2	0	2	4	2.75	0.5	3	4	3	0	3	4	2.25	0.9574271078	2	4
1634	air_customer	Flight over was in an older aircraft purchased from an Icelandic airline.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1635	ubuntu	The video playback plugin was to allow video to play back correctly with a patched version of mplayer, I long time ago.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1636	yahoo	He claimed the islands in the name of King Philip II of Spain and named them Felipinas, the Philippines.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1637	yahoo	Her sister was expected to do chores, take care of the family etc.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1638	ubuntu	if anyone needs a properly working commandline grep you can apt-get install pcregrep and most things will work as you want...	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
1639	twitter	1910s denverites fought against utility monopolies today we sit on hold for hours w holes in the sts amp high bills	2.666666667	0.5773502692	3	3	2.666666667	0.5773502692	3	3	2.333333333	1.154700538	2	3	1.333333333	0.5773502692	1	3
1640	yahoo	Yawning is what your body develops to get a “time out” to recharge for a brief moment.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1641	asapp	I sincerely apologize but it seems that our pricing algorithm has increased the price due to limited availability and increased demand.	2.666666667	0.5773502692	3	3	4.333333333	0.5773502692	4	3	3.666666667	0.5773502692	4	3	2.333333333	1.154700538	2	3
1642	yahoo	There are some pretty negative answers in this thread.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1643	airline	There always seems to be scatch cards coming around on the package tour planes where we are told a percentage goes to a charity but does anybody know what percentage is actually given to the charity	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
1644	asapp	Do you happen to still have the receipt or is the item still in it's original packaging?	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
1645	air_customer	As soon as I arrived at the airport I headed straight to their bag measurers to ensure it was the right size.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1646	twitter	gtgt will email you back for any update thanks anwar	4	0	4	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
1647	asapp	I have put that into the system and you should see a refund in your account soon!	3.5	0.7071067812	4	2	3	0	3	2	3.5	0.7071067812	4	2	2	0	2	2
